titles,category
 뉴스포커스  런던의정서 총회서 오염수 논의 한일 차관 전략대화 재개,World
     우크라 지원 반대가 공화당의 표준이 됐다 ,World
푸틴  프리고진 격추설 일축  수류탄 파편 나와  약물 검사 했어야 ,World
러시아군  우크라 민가에 미사일 폭격  세 아이 포함 최소   명 사망,World
도대체 뭐가 문제인데    당국이 검열한 사진의 정체 여기는 중국 ,World
 국채 금리 급등에 연준 내부서  금리인상 중단  목소리 커져,World
바이든도 결국 국경장벽 세운다 트럼프  나에게 사과할 텐가 ,World
 세상을 바꾼 선구자   잡스 떠난지   년  팀쿡이 그리워하며 한 말,World
국채금리 급등에  경착륙 우려 연준  양적긴축 재검토하나,World
   유엔총회서   오염수 방류 비판  안전하면 해양방출 불필요 ,World
 언론  토마호크 조기도입   대만 유사시  앞당겨질 우려 때문 ,World
 이 항로가 아닌가  터키항공 여객기 실수로 도쿄 도심 비행  아찔 ,World
결국   국경장벽 추가 건설 트럼프  바이든 사과해 ,World
  경고에도  북  러에 대포 이전  푸틴은  핵실험 재개  경고,World
 스텔스기 잡는다던  조짜리 러 방공망  드론에 본토도 뚫렸다,World
 아무나 못 사요  승용차 사려면  차값 빼고  최소  억원 든다는 이 나라,World
 수돗물인데 짠맛이  기후변화로   미시시피강에 바닷물 역류,World
 글로벌 반도체 공급망서 대만 점유율 줄고 중국 늘어날 것 ,World
 중국  첩보위성 실은 창정로켓 대만      상공으로 발사 ,World
 국채수익률 급등  국제시장 달러 강세에 풀베팅 원화 어쩌나,World
러  우크라 카페 상점 공격에 주민     몰살  모두 민간인  종합 ,World
푸틴  우크라  전쟁  끝내려고 해 우리가 시작하지도 않았다 ,World
 안전자산 이러더니 왜 이러지 이제는 미국마저 흔들린다,World
미군 전투기  시리아 상공서 튀르키예 드론 격추,World
블랙리스트 올랐는데    반도체기업   에서 매출     ,World
 미 재정지출 안 줄이면 엄청난 경제 위기  폭스비즈 경고,World
 바이든 시진핑  내달 캘리포니아서 정상회담   년만의 재회 종합 ,World
싱가포르서 승용차 사려면  차값 빼고  최소  억원,World
    총재  세계 경제 연착륙 향해 가고 있어 ,World
     유엔서 후쿠시마 오염수 방류 비판  도 반박,World
젤렌스키  미국 지원 확신  러 공격에   명 넘게 사망,World
푸틴  신형 핵추진 미사일 시험 성공  핵실험 재개 가능성 경고,World
시리아 정부군 군사학교 졸업식장에 드론 폭격 최소   명 사망,World
페덱스 화물수송기  랜딩기어 고장난 채 착륙  인명 피해 없어,World
  토마호크 빨리 구입해야 하는데   방위상   의회 보면 걱정된다 ,World
 다음달      계기 미 중 정상회담 확정적 준비 착수 ,World
   대규모 투자로 영향력 강화 페루 항만 전력 공급망 확보,World
 사이언스  이어  네이처 도    윤 정부     예산 삭감 우려,World
푸틴  서방 제재 극복 전쟁 자금 감당할 수 있어 ,World
중국 첸탕강 부근 높이      귀신파도 에 몰린 인파 대형사고 우려,World
약속 깬 바이든  국경장벽 추가 건설 트럼프  내 말이 맞지  ,World
채권수익률 급등으로 연준 금리인상 중단 가능성  종합 ,World
미국서  식수 주의보  기후변화로 미시시피강에 바닷물 역류,World
 소록도 천사  마가렛  고국에 시신 기증 마지막까지 베풀고 떠난다,World
긴축에 고통받는 모기지 대출자들  유럽 국가별로  통증  다르다 ,World
땅 내주고 빠르게 반격 러 군 전술  우크라 반격에 효과     ,World
진짜 하원의장 출마  트럼프  공화 의총 방문 검토,World
젤렌스키  미국 지원 확신  러 공격에   명 넘게 사망,World
국제 테이블 오른  오염수  중 러 반발  조약 위반 ,World
삼성전자  차세대 모바일 프로세서  엑시노스       공개 종합 ,World
 바이든 시진핑  다음달 캘리포니아서 회담 계획 백악관 준비 착수 ,World
우크라 지원 회의론에 젤렌스키  미국 유럽  우리와 함께할 것이라고 믿는다 ,World
  제재 극복  글로벌 반도체 공급망서   점유율 증가 전망,World
미 기후변화로 미시시피강에 바닷물 역류 주민들 소금물 위협,World
교사 때려치우고 마트 취업   소득     훌쩍    년차 연봉 받는다 ,World
미중 반도체 패권 다툼에 대만 점유율 축소   되레 증가,World
 트럼프  내주 하원의장 선출시 공화당 격려차 의사당 갈듯 ,World
 항저우    여자 양궁 금메달 도전   여자 배드민턴 준결승,World
푸틴  핵미사일 시험 성공  핵실험 재개 가능성도 운 띄웠다,World
 자막뉴스   거의 완성됐다     지구 멸망  방아쇠 당기는 푸틴의 핵,World
 북  러시아에 대포 이전   북 선제 타격 고려 필요 ,World
리비안     폭락  루시드        맥못춘 전기차 ,World
          러에 우크라전쟁용 대포 이전 김정은 푸틴 밀착 ,World
 유럽의 지붕 에 무슨 일이  몽블랑   년새 높이    줄어,World
      머스크 상대로 법원 소송  트위터 인수 관련 증언 명령 ,World
 바이든  내달 캘리포니아서 시진핑과 정상회담  준비 착수 ,World
푸틴이 밝힌 프리고진 의문사 원인은     시신서 수류탄 파편 발견 ,World
시리아 육군사관학교 졸업식에 드론 공격       명 사망    명 부상,World
   브라질과 위안 헤알화로 첫 무역결제    달러 패권에 정면도전,World
 연이은 채권 수익률 상승세 추가 긴축 필요 없을 수도       워치 ,World
  기후변화로 미시시피강에 바닷물 역류 주민들 소금물 위협,World
젤렌스키  우크라가 지면 러  다른나라도 공격할 것 ,World
강달러 베팅하는 투자자들      긴축 이어지면 연내 상승랠리 지속 ,World
미    뉴스   의 엄중 경고에도    러에 대포 이전 시작 ,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성도 시사,World
바이든정부  베네수이민 폭증에 항공편 강제귀국 추방 재개,World
진짜 출마  트럼프  하원의장 선출 앞두고 공화 의총 방문 검토,World
 북  러시아에 무기 이전  미  선제타격 없을 것 ,World
 영상   조  천억 러        우크라 드론 공격에 속수무책인 이유,World
 국방차관    전례없는 핵무력 증강 주시  간 소통라인 유지해야 ,World
 사장이 아이돌 연습생 성착취  폭로에 간판 바꾸는   최대 기획사,World
  엄중 경고에도     러에 우크라 공격할 대포 이전 시작 ,World
 전투기  시리아 상공서 동맹 튀르키예 드론 격추    유감  표명,World
      목표달성 위한 강압수단으로 점점  에 의지  종합 ,World
 특파원 시선   마크롱  당신만큼 형편없는 대통령은 처음이다 ,World
 북  러에 대포 이전  푸틴  핵실험 재개 경고,World
시리아 중부 육군사관학교 졸업식에 드론 공격     명 사망    명 부상,World
    러시아에 대포 이전 시작 뭘 받을지는 불분명 ,World
 유럽의 지붕  몽블랑  년새    줄어 강우량 적어진 탓,World
푸틴  프리고진 추락비행기 시신서 수류탄 파편 발견 외부충격은 없어 ,World
삼성전자  차세대 모바일 프로세서  엑시노스       공개,World
푸틴  신형 핵 미사일 시험 성공  핵실험 재개 가능성,World
런던의정서 총회   오염수  논란     옹호         반대,World
푸틴  프리고진 사망 비행기 시신서 수류탄 파편 발견 ,World
 대륙  국 공동개최  벌떼 월드컵    개최국 아닌 사우디가 웃는 이유,World
 트위터 인수 과정 수상해  머스크  당국에 고소 당했다,World
프랑스  빈대 습격 에 휴교까지 왜 확산되나 ,World
이번엔 파리 고교에 빈대 출현 학생 교사 수업 거부해 당국 설득,World
푸틴  신형 핵추진 미사일 시험 성공  핵실험 재개 가능성 경고,World
     년생부터 성인돼도 담배 못 사   비흡연 세대 추진하는 영국,World
 분명한 대가   의 엄중 경고에도     러에 대포 이전 시작  종합 ,World
국제 테이블 오른  오염수  중 러 반발  조약 위반 ,World
마지막까지 베푸는 삶  소록도 천사  마가렛  의대에 시신 기증,World
미국 전투기  시리아 영공서 튀르키예 드론 격추  유감스러운 사건  상보 ,World
 국무  국경 안보  홀로 해결할 수 없어  멕시코에 공조 요청,World
뉴욕증시    고용보고서 발표 앞두고 약보합 마감               ,World
푸틴  프리고진 사망 비행기 시신서 수류탄 파편 발견 ,World
   시리아서  나토 동맹  터키 무인기 격추  국방부  유감  종합 ,World
 월 고용보고서 앞두고 숨죽인 증시               데일리국제금융시장 ,World
우크라 장례 행렬에 러 미사일 공격   세 소년 등 최소   명 희생,World
리비안     루시드    니콜라     전기차 일제 급락 종합 ,World
우크라전 장기화에 질려버린 미국  국민 절반만  방어에 동의,World
 뉴욕 파괴될 것  민주당 시장도 절규 바이든 결국 텍사스 국경장벽 용인 뒷북 글로벌 ,World
 북한 선제타격 검토해야  극우 유튜버 아닌  이 나라  청문회,World
추가건설 없다더니 트럼프 이어 바이든도 약속 깨고 국경장벽,World
 신형 핵 미사일 시험 성공  푸틴  핵실험 재개 가능성 경고,World
런던의정서 총회서   오염수  신경전  중 러 비판에   옹호,World
푸틴  신형 핵미사일 성공 핵실험 재개할수도  경고,World
   한일과 협력 강화로  파이브 아이즈  정보동맹 보완,World
    러시아에 대포 이전 시작 대가는 아직 불분명 ,World
푸틴  신형 핵미사일 시험 성공 ,World
고용보고서 앞두고 미증시 일제 약보합  나스닥        상보 ,World
젤렌스키    지원 확신     외교수장도  유럽    대체 불가  종합 보 ,World
비싸고 충전도 난감    전기차 밀어도 내닫는 하이브리드,World
  차기 하원의장 경선  점화   또 극우 강경파 선출 가능성,World
     토마호크 미사일     년 조기 도입,World
 오염수  차 방류 시작  중국  불량 국가  맹비난,World
 한일  정권 달라져도 변함없는 관계 구축 필요 ,World
 이사 파티 참가비 가     만원  갑부들 일본행 택한 이유  세계 한잔 ,World
 에어비앤비 사상 최대 업데이트   집 빌리기  너머 노리는 것,World
 미국민  북한 남침시 미군동원에 찬성     반대     ,World
미국  시리아서 동맹 튀르키예 드론 격추  유감스러운 사건 ,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성 경고 종합 보 ,World
  흑인 진보학자 웨스트  대선 완주할 것 양당제 바꾸겠다 ,World
   페루 전력 항만프로젝트 등에 공격적 투자 영향력 확대,World
극우가 몰아낸 하원의장   더 극우 가 접수할 듯   미국 민주주의 위기 깊어진다,World
 당국자  중국의 급격하고 전례없는 핵무기 증강 주시 ,World
또  가장 뜨거운  월   몬순 불안에 아마존 파괴 위기,World
 파전 된   차기 하원의장 선거   가장 보수적 후보들이 맞붙었다 ,World
 국무차관   미사일 선제타격  우리 갈길은 아냐 ,World
  도쿄전력  후쿠시마 오염수  차 방류 개시,World
우크라 지원 난항    압수한 이란 탄약    만발 보냈다 ,World
소문이 사실이었나     핵잠수함 침몰 승조원   명 사망 ,World
 지구 어디든 도달할 것  자랑했던 핵미사일  푸틴  시험 발사 성공했다 ,World
도쿄 한복판에   층  인피니티풀 빌딩   낡은 골목 재개발  스카이라인 바꾸다  이상훈 특파원의 도쿄 현장 ,World
   우크라에 패트리엇 추가지원 타우루스 제공은 여전히  노 ,World
 총리 수낙이 수상하다  고속철 백지화 등 잇단 정책 역주행  왜,World
 국민 절반    침공시 미군의   방어 반대     고립주의 심화,World
뉴욕 잠기고  히말라야 홍수  지구촌 연일 기상재해,World
푸틴  신형 핵미사일 시험 성공  핵실험 재개 가능성 경고 종합 ,World
  전기차 리비안   조원 규모 전환사채 발행 주가     급락,World
푸틴  우크라전 우리 탓 아냐 서방이 세계적 패권 추구  종합 ,World
   시리아서 동맹 튀르키예 드론 격추  양국관계 악화 가능성 ,World
우크라  폴란드 헝가리 슬로바키아     제소 절차 중단,World
   인권침해 연루  기업 제재하고   위구르 탄압과 연계해야 ,World
파리올림픽 코앞인데 도시 뒤덮은  빈대  습격에 프랑스  패닉 ,World
 추가건설 없다더니  트럼프 이어 바이든도 약속 깨고 국경장벽,World
영국   노담 국가  추진    세 이하 평생 담배 못 산다,World
 명에 휘둘린 정치  지금이 민주주의 위기  미국 내 비판론,World
미국  전쟁지원 여론 악화  북한 남침 때 파병  찬성    뿐,World
 올댓차이나  부동산 룽촹중국   억  옵쇼어채 재조정안 최종 승인받아,World
    러에 대포 이전 시작    김정은 푸틴 군사협력 가동했나,World
이번엔  파리 고등학교서 빈대 발견 학생 교사 수업 거부,World
미국       북한  러시아에 대포 이전 시작 ,World
개물림 사고만   명 바이든  퍼스트독  백악관서 쫓겨났다,World
젤렌스키  미 지원 확신     외교수장도  유럽  미 대체 불가 ,World
러  우크라 수복지역 카페 상점 공격 최소   명 사망,World
 월드 이슈  의회 휘젓는 강경파,World
 만년 노벨문학상 후보  무라카미 하루키의  굴욕 ,World
우크라   곡물 갈등  폴란드 등  개국     제소 절차 정지   갈등 봉합 수순,World
 러시아  흑해 동부 압하지야에 해군 기지 건설 추진 ,World
우크라   농산물 수입금지  폴란드 등  개국     제소 중단,World
자국군 목숨 앗아간  중국의 덫 ,World
일  토마호크 도입  년 앞당겼다,World
젤렌스키    지원 확신     외교수장도  유럽    대체 불가  종합 ,World
티베트 간 중국 외교사령탑  인도 겨냥  주권과 영토 존중해야 ,World
 지지에 화답한 탈레반  중국 향한 안보 위협은 아프간에 대한 도전 ,World
냉전  신냉전  다음은  개의 냉전 미 중 패권을 넘어  다중경쟁  창간 기획 ,World
 년새    줄었다  유럽의 지붕 에 무슨 일이,World
거세지는 하원의장 해임 후폭풍 우크라 지원 차질  우려 ,World
슬로바키아 대통령  우크라이나에 대한 추가 군사지원 거부,World
  하원 혼란 속 우크라 지원 공백 우려 바이든  곧 중대연설 ,World
 차 방류 시작한  오염수  삼중수소 농도  분석결과 나왔다,World
 러  압하지야 흑해 연안에 해군 기지 건설 계약 ,World
   탈레반 지지 표명 아프간    위협은 우리에 대한 도전 ,World
  은 불량국가  오염수  차 방류에  관영매체  성토 ,World
돈 걱정에 속타는 바이든  공화당 극우 반란으로 또 위기,World
     년 결혼하면 과부된다  결혼식 반짝 늘어난 중국 왜,World
러 흑해함대  계속되는 우크라이나 공격에 함선들 이전 재배치,World
배우 줄리아 오몬드    년 전 와인스틴에 성폭력  방관한 회사들 제소,World
 무기 소진 러 우크라  내년 봄 협상 가능성 ,World
빅터차    의회서    미사일 선제타격 검토해야 ,World
올림픽  달 앞둔 프랑스 파리서  빈대 소동  열차에 탐지견 푼다,World
러  서방 경고위해 핵폭발 실험 해야     보도국장 발언 일축,World
 중국의 대만 침공 걱정돼서    일본  토마호크 미사일  년 빨리 산다,World
미국 의료계 노조  만    명   사상 최대  파업   코로나   좌절감 끓어올랐다 ,World
 뉴스프라임  미 정국 혼란에 우크라 지원 난관 바이든  중대 연설 ,World
올림픽 앞둔 프랑스 파리  지하철 출몰한  빈대 에 골머리,World
 러시아  조지아내 압하지야 흑해변에 영구 해군기지 건설 ,World
 우크라 전쟁 종식 논의 이스탄불서  차 평화회의 연다 ,World
태풍 코이누 대만 강타 강풍에 유리창 깨져   대 여성 사망,World
   탈레반 지지 표명 아프간    위협은 우리에 대한 도전 ,World
미국 내   방어 여론  뚝  자체 핵무장론 나올까 종합 ,World
 난민 안 받겠다  서로 미루던 유럽   난민 의무 할당  수순으로 한 발짝 진전,World
  군부 수뇌부 부패 연루 대규모 숙청 바람 부나,World
대만  야당 대표  총통 후보 단일화 뜻 밝혀,World
계속되는   장기금리 상승   연착륙 실패 경기침체 직면  우려 높여,World
샤넬 자라 떠난 러시아 쇼핑몰  튀르키예 브랜드들이 채워,World
수낵   총리    세 이하 담배 규제   총선 앞두고  초강수 ,World
 씬속뉴스   한 곳만 노린다  우크라 작전 성공  러  크림반도 흑해함대 일부 철수,World
유럽   개국 지도자  그라나다에서 비공식 정치회동  우크라 지지 ,World
바이든  트럼프식  국경 건설 재개 민주당 내서도 거센 반발,World
 내년 봄 우크라 러시아간 협상 가능성  군사 전문가 발언 속속 나와,World
 영상     압수한 이란 무기  우크라 제공  속사정은 따로 있다 ,World
 상무  화웨이에 충격   추가 제재 필요 ,World
미  서열  위  하원의장 선거전 점화  트럼프까지 거론,World
미  서열  위  하원의장 선거전 점화  트럼프까지 거론,World
중국   위안화 국제화  가속화  글로벌 결제 금액 비중 증가,World
  긴축 장기화에 노동시장도 냉각 조짐,World
   압수한 이란 탄약  우크라 지원  바이든  우회지원 시사,World
간만에 웃는 우크라    미국이 압수한 이란 무기 받고  러시아 흑해함대 몰아냈다,World
  민주화 콤플렉스    국경절  승리의 포옹  돌연 삭제,World
 이스라엘  아제르바이잔에 무기 대량공급 ,World
  국방장관  내년 봄 우크라 러시아 간 협상 가능성 ,World
우크라전에 질렸나    국민    만    남침 시   방어해야 ,World
   우주정거장 달 탐사에 타국 초청  함께 가자     견제 ,World
 난민 폭증 갈등  큰 산 넘은     신   난민협정 합의,World
끔찍한 소문이었는데  핵잠수함   명 참변  사실로,World
잇단 고위급 숙청  국경절 연휴에도 싸늘한  공직사회,World
바이든  텍사스에 국경장벽 추진,World
생성형   적용  픽셀   공개 구글  애플 아이폰에 도전장,World
서구가 중국 외교정책에 대해 이해하지 못하는 다섯 가지,World
아마존강 하루    씩 얕아져 분홍강돌고래    마리 폐사,World
 위험한 정책인줄 알지만     선제타격 검토할 필요 ,World
 영상  우크라 공격 통했나 러 흑해함대 크림반도서 일부 철수,World
극우 공화당 키운 미국판  인방 정치 ,World
차기  하원의장  파전 강경파    공화당 넘버 ,World
  모건  유가 상승에 수요 파괴 시작      은 안절부절,World
중국 첨단무인기  궁지     최초 대만해협 중간선 넘어,World
 이것이 바로 마법의 군복이다  우크라 개발했다는  투명 망토 ,World
미 역사상 초유의 하원의장 해임   사태 주도한 맷 게이츠는 누구   앵커리포트 ,World
바이든   도 외국의 지원 덕분에 독립 가능  설득할 듯,World
호주    끊어내려  년간 연구했지만  결론은  탈중국 불가능  ,World
우크라  특수부대 또 크림반도 상륙작전 사활 걸었다  영상 ,World
중국 경제난 두 풍경  중추절  월병 판매  급감   복권 구매 는 폭증,World
 글로벌         가입  이끌었던 실리주의자 난민 우크라 문제로   에 반기,World
내우외환 깊어지는 홍콩 증시  장기 침체의 늪 ,World
   수출 관광 타격입을 것   매체  오염수 방류에 연일 경고,World
     년 월드컵 개막전  남미서 치르면 한국은 이동만   시간,World
요즘 마트 몰려가는 미국인들  골드바 어디있소 ,World
 이스라엘  아르메니아 공격한 아제르바이잔에 무기 대량공급 ,World
 국채금리도   년래 최고   조원 들여 방어 나선 일본은행,World
 내년 선거에 영향 줄라  대만   화웨이 도운 자국 기업 조사한다,World
노벨 문학상에 노르웨이 작가 욘 포세    는  중국의 이 작가 수상할 수도 ,World
우크라  러 곡물협정 파기에도 흑해 통한 수출 늘려,World
 초유의   하원의장 축출사태   트럼프 책사  배넌의 작품 ,World
미 상원 청문회   한국에 자체 핵 능력 없는 점 우려 ,World
  우주정거장  톈궁   배 확장 퇴역 앞둔        에 도전장,World
  채권왕  건들락  침체 경보 내려야   국채금리 고공행진에 연착륙 흔들,World
 정부    기지 이전 공사 갈등  오키나와현 상대로 대집행 소송,World
 뉴스큐     오염수  차 해양 방류   외교적 파장 이어지나 ,World
   원전 금지  판결 재판장  기시다 원전 정책에  무지는 죄  침묵은 더 큰 죄 ,World
 러시아  우크라 곡물선 폭파하려 흑해에 수뢰 설치 가능성 ,World
  경제 바닥쳤다  성장률 전망치 올린 투자은행 나왔다,World
공화당 지지층 절반이상    침공시 한국 방어 반대 ,World
 포착  제트스키 탄 우크라 특수부대  크름반도 또 상륙  영상 ,World
일본  후쿠시마 원전 오염수  차 방류 시작  유해물질 또 쏟아진다,World
 자막뉴스   초유의 사태    치명적 실수에  먹칠  당한 노벨상,World
  로켓군 장성  부패혐의  낙마   군부 숙청 칼바람,World
 하원의장 퇴출    매카시의 복수  민주당 전   인자 방 빼 ,World
대만 제 야당 대표   총통후보 단일화 뜻 피력 성사 여부 주목,World
     난민협정  합의 동유럽은 반발,World
     년생부터는 담배 아예 안판다  금연국가 선언한  이 나라 ,World
 미국판 김어준  스티브 배넌  인터넷방송 진행하며   하원의장 해임 배후조종,World
후쿠시마 오염수  차 방류 개시     어민  파장에 촉각,World
 쟈니스  이번엔 언론사  블랙리스트  파문 정부에도 불똥,World
구글 독점 소송서  애플  덕덕고로 검색엔진 교체 검토  주장,World
 시진핑은 지금 군부 숙청 중 국방장관 이어  로켓군 장비책임 장성도 부패혐의 낙마 ,World
한반도 전역 사정권 일본   토마호크    발  년 앞당겨 산다,World
담배  청소년이 성인돼도 못 사게    나이제한  년씩 올린다 ,World
대기업 일자리  만개 줄었다 커지는   경기침체 경고음,World
경호원 자꾸 물더니   퍼스트도그  결국 백악관서  퇴출 ,World
 호주   공급망 탈중국   년간  회 연구 결론은 모두 불가능 ,World
 러몬도 다소 달라진 반응  화웨이 반도체 보도 충격적 ,World
 러  속일 투명망토 개발했다  우크라  비장의 무기   감쪽 같네,World
 탈원전  외치는 독일의 속내는   프랑스에 다 뺏길 판   김리안의 에네르기파    ,World
때아닌 골드러시    코스트코 골드바 매진 행렬,World
 매체  일본은 불량 국가  도쿄전력 거짓말 믿을 수 없어 ,World
 시진핑 군 부패척결은 현재진행형 로켓군 장성 또 낙마 ,World
인도 북동부 돌발홍수 피해 속출   명 사망    명 실종,World
미국 차기 하원의장 누가 될까  누가 되든 매카시보다 더 보수적 ,World
  노사갈등 심화  업계 추가해고에 의료업계도 파업,World
    년 중국이 월드컵 개최    네티즌  망신만 당할 것   여기는 중국 ,World
푸틴 체면 구겼네 러 흑해함대  우크라 공습 강화에 일부 철수,World
미국인 절반   이 한국 침공시 미군 파병해야  보수층선 반대가 높아,World
주윤발  난 용돈 받아      억 전재산 기부 공 아내에 돌렸다,World
 사우디 월드컵  길닦기      년 월드컵이  대륙서 열리는 이유    세모금 ,World
엔화     엔대  급락 전망도 금융완화 고수로 별 대책 없어,World
 첨단무인기  궁지     대만 방공식별구역 첫 출현  무력시위 ,World
중국 유럽  전기차 보조금  분쟁 본격화 세계 각지서 무역 갈등,World
      포브스      대 부자에도 이름 없는 트럼프  왜 ,World
 소련도 노벨문학상 받고 붕괴  수상 유력에도 불쾌한  ,World
불타지 않는  투명망토  개발했다는 우크라  러 드론 열화상 카메라에 안 잡혀 ,World
글로벌 외환보유액 가운데 달러 비중 낮은 수준 유지   달러는 아냐 ,World
중국 첨단 무인기  궁지     타이완 방공식별구역 첫 출현  무력시위 ,World
   경제위기  코로나   아닌 개혁 실패 탓 올해    미만 성장 ,World
우크라이나 특수부대   크림반도에서 상륙작전,World
 정부  오키나와현과 또 소송전  미군기지 공사 승인하겠다 ,World
 가우디의 역작  스페인 사그라다 파밀리아 대성당     년 완공,World
 원전 오염수  차 해양 방류 시작 부산 자갈치 축제장엔 인파로 북적,World
 중국 때문에       년 앞당겨  토마호크    발 사들인다,World
 첨단무인기  궁지     대만 방공식별구역 첫 출현  무력시위 ,World
   우크라 지원  여론 악화  한반도 파병  찬성     그쳐,World
 하원 혼란에 우크라 지원도 안갯속 우크라  우리에겐 재앙 ,World
 개 풀어 빈대 잡겠다  올림픽 앞둔 파리의 고충,World
요미우리   회고록서  정권 위안부합의 대응에  참담한 기분  ,World
 단독  일본해  비판 의식했나  인태사         로 수정 이슈시개 ,World
대만     여론조사 조작으로 대선 개입 가능성  중국 지령 받은 정치인 기소,World
트럼프까지 거론되는 하원의장 경선  많은 사람이 요구 ,World
호주  영국 찰스  세 새긴 새 동전 공개 여왕과 달리 왼쪽 얼굴,World
 노후 석탄 발전소 폐쇄  호주   년간 전기요금     올라,World
바이든이 그렇게 미는데   전기차보다 하이브리드가 인기  왜 ,World
  도쿄전력  오염수  차 방류 개시     일 동안 진행,World
칼바람 부는  군부  실각설  국방장관 이어 로켓군 장성도  부패  낙마,World
 열화상 카메라에 안 잡혀  우크라  투명 망토  개발했다,World
중국   육상선수 껴안은 사진 삭제     천안문 사태 때문 ,World
수낵   총리  고속철도 일부 백지화  교통망 정비로 대체 ,World
  군부 숙청 칼바람  로켓군 장비책임 장성도 부패혐의 낙마 ,World
     일까지 후쿠시마 오염수  천      차 방류,World
 중 핵잠수함  미 영 겨냥 함정에 걸려 사고 선원   명 사망 ,World
페라리  람보르기니 들이받고 불타 악몽이 된   수퍼카 투어,World
 중국 핵잠수함 선원   명 사망 자국 덫에 걸려 침몰 ,World
     러  우크라 공격에 크림반도 흑해함대 일부 철수 ,World
   조원 우크라    가입시  계산서  두드려 보니,World
 푸틴 성지  집중 타격 통했나    러 흑해함대 일부 크림반도서 철수,World
중국인 노벨문학상 유력한데     찬쉐    금지어 지정 왜,World
일본   반격 능력 핵심  토마호크 도입  년 앞당겨 장사정 미사일 확보도  속도 ,World
 인플레       아르헨  극우 후보 돌풍  폐소화 폐기 여성부 폐지  주장,World
중국 매체  매카시 사태  난장판 파티 같은  미국 분열  보여줬다 ,World
트럼프  포브스 선정    부자    인  명단서 제외,World
미국  압수한 이란 무기 우크라에 지원    무기 부족  숨통 트일까,World
프랑스  올림픽 앞두고  빈대  골머리 탐지견까지 투입,World
코미디 야생사진상 결선 진출작   편  당신이라면 어떤 작품을   ,World
영국  비흡연 세대  만든다      년생부터 성인돼도 담배 못 사 ,World
트럼프  포브스    대 미국 부자 명단서 또 탈락,World
호주    찰스 세 새긴 새 동전 공개 여왕과 달리 왼쪽 얼굴,World
우크라     조원 러시아 첨단        트라이엄프  또 파괴,World
  상무부 장관  화웨이 반도체 충격적 수출통제 도구 더 필요 ,World
   급 기후변화 뜨거운 욕조와 같아  아마존강 돌고래    여 마리 떼죽음,World
  브라질간 위안화 결제 무역 첫 완료 달러 중개 없었다,World
애플             출시  아이폰   프로 발열 해결 ,World
미 민주당 일각  사우디는 독재국  사우디 이스라엘 수교 중재 바이든의 험난한 앞길,World
미국 차기 하원의장  극우 아니면 극우  가능성 높아져,World
국제 유가    급락   모건  가격 부담에 수요 파괴 시작됐다 ,World
아마존에 또 소송 건       칸 위원장  헛스윙  삼진왕  비판 고조,World
 뉴스포커스  미 하원의장 역사상 첫 해임 공화당 강경파 주도,World
   서열  위  공화 하원의장 경선 점화,World
 중국 경제 문제  개혁 실패 탓 올해  경제    미만 성장 ,World
선수들 포옹하자       천안문 의식한   사진 싹 지웠다,World
파리올림픽 앞두고  빈대와의 전쟁  나선 프랑스   대책은  탐지견 투입 ,World
슈퍼카끼리  쾅    페라리 탑승자  명 사망  지금이뉴스 ,World
      자동차 노조 파업에     억원 손실,World
  정국 대혼란에 우크라  패닉   전쟁 지원이 인질로 잡혔다 ,World
강의 중 걸려온 부재중 전화 다시 거니  노벨물리학상 축하드립니다 ,World
교직 그만두고 마트 취업   년만에 교사   년차 연봉 받는다    화제,World
 빈대 소동  프랑스  빈대 잡는 탐지견 투입 결정,World
러몬도  상무   화웨이 스마트폰  엄청 충격  추가 통제 시사,World
트럼프       대 부자 목록에서  년만에 또 퇴출  수모 ,World
 자막뉴스   대혼란 에 빠진 미국   모든 일정까지 중단  아수라장 ,World
 후쿠시마 오염수  차 해양 방류 시작   일까지 총  천     종합 ,World
 엔저 로 경기 활력 쫓던 일본  부정적 영향 우려 확산,World
필리핀  남중국해 분쟁해역에 또 보급선 파견    차단 ,World
캐나다 첫 원주민 출신   대 주총리 탄생,World
엔화값  더 추락할까  전문가  올해    엔 찍을수도 ,World
구글  픽셀 으로     스마트폰  시대 연다,World
    우크라 등  개국 가입시  계산서  제시     조원 추가부담 ,World
 국산  간판걸고 미국영화 틀었다 러시아 극장의 꼼수,World
 속보  후쿠시마 오염수         차 방류  시작,World
  도쿄전력  오염수  차 방류 개시     일 동안 진행,World
일본 오염수  차 방류 시작       또 버린다,World
러  우크라 공격에 크림반도 흑해함대 일부 철수 푸틴에  타격 ,World
중국  육상선수    위 껴안은 사진 삭제      가 뭐길래,World
 중국 핵잠수함  자국 덫에 걸려 침몰 선원   명 사망 ,World
 올댓차이나      중국산 전기차  불공정  보조금 조사 개시,World
 의회 제동에 멀어지는 사우디 이스라엘  메가 딜 ,World
 높이     가장 크고 오래된 고려불화의 최고봉   일본 속 우리문화재 ,World
피치  사상 첫   하원의장 해임 신용등급 영향 없을 것 ,World
반격 능력 확보 속도내는    미일 국방장관 회담서  토마호크    기   년 앞당겨     년 도입 ,World
트럼프  포브스    대 부자 목록서 쫓겨났다,World
브레이크 없는   장기금리  연착륙 기대 위협,World
